id,source,text_sample,riesgo,razones,multa_monto,categoria_infraccion,reincidencia,sector,tamano
DFL-1_16-ENE-2003.pdf::chunk-37,DFL-1_16-ENE-2003.pdf,"gina 12 de 311 deberá actualizarse cada seis meses, debiendo anexarse al contrato de trabajo, el cual deberá ser registrado por el empleador a través del sitio electrónico de la Dirección del Trabajo, dentro de los cinco días siguientes a su suscripción o a la recepción de la actualización del certi",alto,trabajo infantil,,,False,,
DFL-1_16-ENE-2003.pdf::chunk-38,DFL-1_16-ENE-2003.pdf,"estinado a actividades educativas y jornada de trabajo no podrá ser superior a doce horas. En ningún caso será procedente el trabajo en jornada extraordinaria. Para efectos de determinar las épocas en que podrá aplicarse una u otra jornada máxima diaria, se deberá adjuntar al contrato de trabajo el ",alto,trabajo infantil;antisindicalidad,, trabajadores menores de edad ,False,,
DFL-1_16-ENE-2003.pdf::chunk-39,DFL-1_16-ENE-2003.pdf,"ores, según corresponda. e) Informar por parte del empleador a la Oficina Local de la Niñez o al órgano de protección administrativa de la niñez que corresponda de la contratación respectiva, dejando constancia del cumplimiento de los requisitos legales. Artículo 15.- Los niños, niñas, adolescentes ",alto,trabajo infantil,,trabajo peligroso,False,desconocido,
DFL-1_16-ENE-2003.pdf::chunk-40,DFL-1_16-ENE-2003.pdf,"ad u ocupación que, por su naturaleza o por las condiciones en que se lleva a cabo, es probable que dañe o afecte su salud, seguridad o desarrollo físico y/o psicológico. Queda prohibido el trabajo de niños, niñas, adolescentes sin edad para trabajar y adolescentes con edad para trabajar en cabarets",alto,trabajo infantil (NNA),,trabajo de menores,False,,
DFL-1_16-ENE-2003.pdf::chunk-41,DFL-1_16-ENE-2003.pdf,"dolescentes sin edad para trabajar y adolescentes con edad para trabajar, para prestar servicios en recintos o lugares donde se realicen o exhiban espectáculos de significación sexual. Un reglamento dictado por el Ministerio del Trabajo y Previsión Social, previo informe de la Dirección del Trabajo,",alto,trabajo infantil,,,,,
DFL-1_16-ENE-2003.pdf::chunk-42,DFL-1_16-ENE-2003.pdf,"o 15 bis.- Los adolescentes con edad para trabajar podrán actuar en espectáculos vivos que no se desarrollen en cabarets u otros establecimientos similares o en aquellos en que se expendan bebidas alcohólicas que deban ser consumidas en el mismo establecimiento, siempre que cuenten con autorización ",alto,trabajo infantil (NNA);antidisidicalidad,,,False,,
DFL-1_16-ENE-2003.pdf::chunk-43,DFL-1_16-ENE-2003.pdf,"co N° 5 a), b), c) D.O. 06.10.2020 Artículo 16.- En casos debidamente calificados, Ley 21271 cumpliendo con los requisitos del artículo 14 y con la Art. único N° 5 d) autorización del Tribunal de Familia competente, podrá D.O. 06.10.2020 permitirse a los niños, niñas, y a los adolescentes sin edad p",,,,,,,
DFL-1_16-ENE-2003.pdf::chunk-44,DFL-1_16-ENE-2003.pdf,"ear o proveer el traslado y Art. único N° 6 alimentación en condiciones adecuadas de higiene y D.O. 06.10.2020 seguridad. Art. 17. Si se contratare a un niño, niña o adolescente sin sujeción a lo dispuesto en los artículos precedentes, el empleador estará sujeto a todas las obligaciones inherentes a",alto,trabajo infantil (NNA);antisindicalidad;higiene crítica,,trabajo de menores,False,alimentacion,pequena
DFL-1_16-ENE-2003.pdf::chunk-45,DFL-1_16-ENE-2003.pdf,"nico N° 7 a) competentes las infracciones relativas al trabajo de niños, D.O. 06.10.2020 niñas y adolescentes de que tuviere conocimiento. L. 18.620 ART. PRIMERO Art. 18 Artículo 18.- Queda prohibido a los adolescentes con LEY 20069 edad para trabajar realizar labores en horario nocturno en Art. úni",alto,trabajo infantil,7.5,"trabajo de niños, niñas y adolescentes",False,,
DFL-1_16-ENE-2003.pdf::chunk-46,DFL-1_16-ENE-2003.pdf,"a de: Ley 21271 Art. único N° 9 a) 2 a 5 unidades tributarias mensuales, en el caso de D.O. 06.10.2020 las microempresas. b) 3 a 10 unidades tributarias mensuales, en el caso de las pequeñas empresas. c) 6 a 40 unidades tributarias mensuales, en el caso de las medianas empresas. d) 8 a 60 unidades t",alto,trabajo infantil,,,False,,pequeña
DFL-1_16-ENE-2003.pdf::chunk-47,DFL-1_16-ENE-2003.pdf,"a) 10 a 50 unidades tributarias mensuales, en el caso D.O. 06.10.2020 de las microempresas. b) 20 a 100 unidades tributarias mensuales, en el caso de las pequeñas empresas. c) 50 a 200 unidades tributarias mensuales, en el caso de las medianas empresas. d) 100 a 300 unidades tributarias mensuales, e",alto,trabajo infantil (NNA),,,False,,
DFL-1_16-ENE-2003.pdf::chunk-48,DFL-1_16-ENE-2003.pdf,"d para trabajar lo fuere para realizar trabajos calificados como peligrosos, de acuerdo al reglamento establecido en el artículo 15, la multa se incrementará hasta en el 50 por ciento. Artículo 18 quáter.- El empleador que contrate el servicio de adolescentes con edad para trabajar bajo dependencia ",alto,trabajo infantil,25.0,contratación de adolescentes para trabajos peligrosos,,,
DFL-1_16-ENE-2003.pdf::chunk-49,DFL-1_16-ENE-2003.pdf,"suales, en el caso de las grandes empresas. La cuantía de la multa, dentro del rango respectivo, será determinada teniendo en cuenta la gravedad de la infracción, su reiteración y el número de personas involucradas. Artículo 18 quinquies.- El monto de la multa interpuesta se duplicará en caso de que",,,,,,,
DFL-1_16-ENE-2003.pdf::chunk-50,DFL-1_16-ENE-2003.pdf,"lo dispuesto en los artículos 18 ter y 18 quáter, por resolución administrativa o sentencia judicial, firmes, y deberá publicar semestralmente en su página web la nómina de las empresas infractoras. Para el caso correspondiente, el tribunal enviará a la Dirección del Trabajo copia de los fallos resp",alto,trabajo infantil,,,False,,
DFL-1_16-ENE-2003.pdf::chunk-51,DFL-1_16-ENE-2003.pdf,"www.leychile.cl/validar e ingrese código N207436S2418708 Documento generado el 21-Nov-2025 página 16 de 311 el artículo anterior, se seguirán las reglas que a continuación se expresan: L. 18.620 1.- se tomará en cuenta el número total de trabajadores ART. PRIMERO que un empleador ocupe dentro del te",alto,trabajo de menores,,,,,
DFL-1_16-ENE-2003.pdf::chunk-52,DFL-1_16-ENE-2003.pdf,ítulo IV DE LA JORNADA DE TRABAJO Art. 21. Jornada de trabajo es el tiempo L. 18.620 durante el cual el trabajador debe prestar ART. PRIMERO efectivamente sus servicios en conformidad al Art. 22 contrato. Se considerará también jornada de trabajo el tiempo en que el trabajador se encuentra a disposi,alto,trabajo infantil,,"ART. 22 Ley No. 19.461, Contrato de trabajo - Jornada de Trabajo: Tiempo durante el cual debe prestar efectivamente sus servicios",False,sector laboral,
DFL-1_16-ENE-2003.pdf::chunk-53,DFL-1_16-ENE-2003.pdf,"3 trabajo los trabajadores que presten servicios como NOTA 1 gerentes, administradores, apoderados con facultades de administración y todos aquellos que trabajen sin fiscalización superior inmediata en razón de la naturaleza de las labores desempeñadas. En caso de controversia y a petición de cualqu",alto,trabajo de menores,,null,False,industria,
DFL-1_16-ENE-2003.pdf::chunk-54,DFL-1_16-ENE-2003.pdf,"1 N° 1 b) La jornada de trabajo de los y las deportistas D.O. 26.04.2023 DFL 1, TRABAJO (2002) Documento firmado digitalmente por Ignacio Rodríguez Álvarez, Director. Para validar, acceda al sitio web www.leychile.cl/validar e ingrese código N207436S2418708 Documento generado el 21-Nov-2025 página 1",bajo,sin sanciones;políticas,,,False,deporte,
DFL-1_16-ENE-2003.pdf::chunk-55,DFL-1_16-ENE-2003.pdf,"y 21561, publicada el 26.04.2023, a la jornada de trabajo referida en el inciso primero del presente artículo, se implementará de forma gradual, reduciéndose de cuarenta y cinco horas semanales a cuarenta y cuatro horas al primer año; cuarenta y dos horas al tercer año y cuarenta horas al quinto año",bajo,,,,False,['trabajo'],pequena
DFL-1_16-ENE-2003.pdf::chunk-56,DFL-1_16-ENE-2003.pdf,"de Art. 1 N° 2 común acuerdo un calendario con la distribución diaria y D.O. 26.04.2023 semanal de las horas de trabajo en el ciclo. Con todo, las NOTA 2 partes podrán acordar diferentes alternativas de distribución de la jornada en un ciclo. El empleador comunicará al trabajador la alternativa que ",bajo,,,,False,,
DFL-1_16-ENE-2003.pdf::chunk-57,DFL-1_16-ENE-2003.pdf,"ra completar el promedio de cuarenta horas semanales. Mediante negociación colectiva o pactos directos con sindicatos, y sólo respecto de sus afiliados, se podrá acordar que el tope semanal contemplado en el inciso primero se amplíe a cincuenta y dos horas en cada semana, aplicándose los demás requi",bajo,,,,False,trabajo y empleo,
DFL-1_16-ENE-2003.pdf::chunk-58,DFL-1_16-ENE-2003.pdf,"semanales a cuarenta y cuatro horas al primer año; cuarenta y dos horas al tercer año y cuarenta horas al quinto año, contados desde la publicación de la ley en el Diario Oficial. Art. 23. Sin perjuicio de lo señalado en el artículo 22, los trabajadores que se desempeñen a bordo de naves pesqueras t",alto,trabajo infantil (NNA),,trabajo de menores,False,,
DFL-1_16-ENE-2003.pdf::chunk-59,DFL-1_16-ENE-2003.pdf,"único, Nº 8 menos, toda la dotación tendrá derecho a un descanso en Ley 21561 tierra de ocho horas como mínimo previo al zarpe, Art. 1 N° 3 prevaleciendo los acuerdos de las partes siempre y cuando D.O. 26.04.2023 éstos sean superiores a ese mínimo. Este descanso deberá otorgarse en forma continua a",bajo,Sin sanciones,,,False,,
DFL-1_16-ENE-2003.pdf::chunk-60,DFL-1_16-ENE-2003.pdf,"do entre el armador y las organizaciones sindicales representativas del personal embarcado, se podrá modificar el descanso a que se refieren los incisos anteriores. El acuerdo deberá reunir, copulativamente, los siguientes requisitos: a) no podrá convenirse un descanso previo al zarpe inferior a cin",alto,antisindicalidad,,,,nautico,
DFL-1_16-ENE-2003.pdf::chunk-61,DFL-1_16-ENE-2003.pdf,"inicia con las labores de alistamiento que le preceden. Cuando la navegación se prolongare por más de doce días, los trabajadores tendrán derecho a un descanso mínimo de ocho horas continuas dentro de cada día calendario, o no inferior a doce horas dentro del mismo período, dividido en no más de dos",bajo,,,,False,,
DFL-1_16-ENE-2003.pdf::chunk-62,DFL-1_16-ENE-2003.pdf,"las sumas que se deban a la tripulación por remuneraciones, desahucios e indemnizaciones. En el caso de desahucio e indemnizaciones, la preferencia se limitará al monto establecido en el inciso cuarto del artículo 61. A los tripulantes que después del naufragio hubieren trabajado para recoger los re",alto,trabajo infantil;higiene crítica,,trabajo de menores,False,,
DFL-1_16-ENE-2003.pdf::chunk-63,DFL-1_16-ENE-2003.pdf,"excedan el máximo señalado en el inciso primero del artículo 22, o la jornada convenida, si fuere menor se pagarán como extraordinarias. Cuando el empleador ejerciere la facultad prevista en el inciso anterior no procederá pactar horas extraordinarias. Con todo, los trabajadores a que se LEY 20215 r",alto,trabajo de menores,12.5,exceso de horas trabajadas,,,
DFL-1_16-ENE-2003.pdf::chunk-64,DFL-1_16-ENE-2003.pdf,es por cada trabajador afectado por la infracción. Si el empleador tuviere contratado 50 o más trabajadores la multa aplicable ascenderá a 10 unidades tributarias mensuales por cada trabajador afectado por la infracción. Y cuando tuviere contratados 200 o más trabajadores la multa será de 20 unidade,alto,multas graves,20.0,,False,transporte,
DFL-1_16-ENE-2003.pdf::chunk-65,DFL-1_16-ENE-2003.pdf,"henta horas mensuales. En el caso de los choferes y auxiliares de la locomoción colectiva interurbana y de los servicios interurbanos de transporte de pasajeros, el tiempo de los descansos a bordo o en tierra y de las esperas que les corresponda cumplir entre turnos laborales sin realizar labor, no ",alto,trabajo infantil (NNA),,,False,,
DFL-1_16-ENE-2003.pdf::chunk-66,DFL-1_16-ENE-2003.pdf,"jornada de ocho o más horas, deberán tener un descanso mínimo en tierra de ocho horas. Ley 20767 Art. ÚNICO N° 1 b) En ningún caso el chofer de la locomoción colectiva D.O. 12.08.2014 interurbana podrá manejar más de cinco horas continuas, después de las cuales deberá tener un descanso cuya duración",alto,higiene crítica;antisindicalidad,,trabajo en jornada laboral excesiva,,transporte público,
DFL-1_16-ENE-2003.pdf::chunk-67,DFL-1_16-ENE-2003.pdf,"que no podrá distribuirse en menos de veintiún días. El tiempo de los descansos a bordo o en tierra y de las esperas a bordo o en el lugar de trabajo que les corresponda no será imputable a la jornada, y su retribución o compensación se ajustará al acuerdo de las partes. La base de cálculo para el p",bajo,,,,False,,
DFL-1_16-ENE-2003.pdf::chunk-68,DFL-1_16-ENE-2003.pdf,". 1 N° 5, cinco horas continuas, después de las cuales deberá tener a) y b) un descanso cuya duración mínima será de dos horas. En D.O. 26.04.2023 DFL 1, TRABAJO (2002) Documento firmado digitalmente por Ignacio Rodríguez Álvarez, Director. Para validar, acceda al sitio web www.leychile.cl/validar e",alto,trabajo infantil,,,False,,
DFL-1_16-ENE-2003.pdf::chunk-69,DFL-1_16-ENE-2003.pdf,"ste se realice total o parcialmente a bordo de aquél. Artículo 25 ter.- La jornada de trabajo y descansos de los trabajadores que se desempeñen como parte de la tripulación a bordo de ferrocarriles, se regirá por las siguientes reglas: Ley 20767 Art. ÚNICO N° 2 1.- La jornada ordinaria de trabajo no",alto,antisindicalidad,,antisindicalidad,,transporte ferroviario,
DFL-1_16-ENE-2003.pdf::chunk-70,DFL-1_16-ENE-2003.pdf,", superando los tiempos máximos establecidos en el párrafo anterior, el empleador deberá pagar las horas en exceso con el mismo recargo que establece el artículo 32. Con todo, si las contingencias descritas implicaren una demora tal que se deban sobrepasar las once horas de trabajo, el empleador deb",alto,higiene crítica;antisindicalidad,,higiene y protección laboral o antisindical,False,transporte terrestre de pasajeros,
DFL-1_16-ENE-2003.pdf::chunk-71,DFL-1_16-ENE-2003.pdf,"ntinuas, al que se agregará el tiempo necesario para traslado del trabajador al lugar en que pernocte o descanse. 5.- Las partes podrán programar turnos de espera o llamado de hasta siete horas treinta minutos continuas dentro de un lapso de veinticuatro horas para la realización de un servicio; con",alto,trabajo infantil;antisindicalidad,,ant Convenios Colectivos,False,,
DFL-1_16-ENE-2003.pdf::chunk-72,DFL-1_16-ENE-2003.pdf,"eriores se aplicarán sin perjuicio Art. 1 N° 6 b) de lo dispuesto en el inciso séptimo del artículo 38. D.O. 26.04.2023 DFL 1, TRABAJO (2002) Documento firmado digitalmente por Ignacio Rodríguez Álvarez, Director. Para validar, acceda al sitio web www.leychile.cl/validar e ingrese código N207436S241",alto,trabajo infantil (NNA);antisindicalidad,,trabajo de menores,,,
DFL-1_16-ENE-2003.pdf::chunk-73,DFL-1_16-ENE-2003.pdf,"ue se desempeñe LEY 20271 como chofer o auxiliar de los servicios de Art. único Nº 3 transporte rural colectivo de pasajeros se D.O. 12.07.2008 regirá por el artículo precedente. Sin perjuicio de ello, podrán pactar con su empleador una jornada ordinaria de trabajo de ciento ochenta horas mensuales ",alto,trabajo infantil,,,,transporte,
DFL-1_16-ENE-2003.pdf::chunk-74,DFL-1_16-ENE-2003.pdf,"rmine reglamentariamente el Ministerio de Transportes y Telecomunicaciones. Art. 27.- Los trabajadores madres y padres de niños y niñas de hasta doce años, y las personas que tengan el cuidado personal de éstos, tendrán derecho a una banda de dos horas en total, dentro de la que podrán anticipar o r",bajo,,,,False,,
DFL-1_16-ENE-2003.pdf::chunk-75,DFL-1_16-ENE-2003.pdf,"los servicios prestados por el trabajador, como en el caso de funciones o labores de atención de público, o que sean necesarias para la realización de los servicios de otros trabajadores, o de atención de servicios de urgencia, trabajo por turnos, guardias, o similares, en tanto requieran que el tra",alto,trabajo infantil;higiene crítica,,,False,,
DFL-1_16-ENE-2003.pdf::chunk-76,DFL-1_16-ENE-2003.pdf,"rsia, y a petición de cualquiera de las partes, el inspector del trabajo respectivo resolverá si esa determinada labor se encuentra en alguna de las situaciones descritas. Art. 28. El máximo semanal establecido en el inciso primero del artículo 22 no podrá distribuirse en más de seis ni en menos de ",alto,trabajo infantil,,n/a,,,
DFL-1_16-ENE-2003.pdf::chunk-77,DFL-1_16-ENE-2003.pdf,arse arreglos o reparaciones impostergables en las maquinarias o instalaciones. Las horas trabajadas en exceso se pagarán como extraordinarias. Párrafo 2º Horas Extraordinarias Art. 30. Se entiende por jornada L. 18.620 extraordinaria la que excede del máximo legal ART. PRIMERO o de la pactada contr,alto,trabajo infantil (NNA);antisindicalidad,,,False,"['alimentacion', 'manutencion', 'inmobiliario']",pequena
DFL-1_16-ENE-2003.pdf::chunk-78,DFL-1_16-ENE-2003.pdf,"Trabajo, actuando de Art. 30 oficio o a petición de parte, prohibirá el trabajo en Ley 21561 horas extraordinarias en aquellas faenas que no cumplan la Art. 1 N° 10 exigencia señalada en el inciso primero de este artículo y D.O. 26.04.2023 de su resolución podrá reclamarse al Juzgado de Letras del T",alto,antisindicalidad;trabajo infantil,,jornada laboral,,,
DFL-1_16-ENE-2003.pdf::chunk-79,DFL-1_16-ENE-2003.pdf,"rma gradual, reduciéndose de cuarenta y cinco horas semanales a cuarenta y cuatro horas al primer año; cuarenta y dos horas al tercer año y cuarenta horas al quinto año, contados desde la publicación de la ley en el Diario Oficial. Art. 32. Las horas extraordinarias sólo podrán pactarse para atender",alto,trabajo infantil (NNA),,horas extraordinarias sin pacto escrito,False,,
DFL-1_16-ENE-2003.pdf::chunk-80,DFL-1_16-ENE-2003.pdf,"sueldo convenido para la jornada ordinaria y deberán liquidarse y pagarse conjuntamente con las remuneraciones ordinarias del respectivo período. En caso de que no exista sueldo convenido, o éste sea inferior al ingreso mínimo mensual que determina la ley, éste constituirá la base de cálculo para el",bajo,,,,False,,
DFL-1_16-ENE-2003.pdf::chunk-81,DFL-1_16-ENE-2003.pdf,"e anticipación. Si no los solicita en la oportunidad indicada corresponderá su pago dentro de la remuneración del respectivo periodo. La compensación de horas extraordinarias por días adicionales de feriado se regirá por el mismo recargo que corresponde a su pago, es decir, por cada hora extraordina",bajo,,0.0,,False,,
DFL-1_16-ENE-2003.pdf::chunk-82,DFL-1_16-ENE-2003.pdf,"determinar las horas de trabajo, sean ordinarias o extraordinarias. Estará obligado a llevar un libro de asistencia del personal, un reloj control con tarjetas de registro o un sistema electrónico de registro. Ley 21561 Una resolución del Director del Trabajo, que se Art. 1 N° 12 publicará en el Dia",alto,multas graves;trabajo de menores,,trabajo de menores,,,
DFL-1_16-ENE-2003.pdf::chunk-83,DFL-1_16-ENE-2003.pdf,"ad. La Dirección del Trabajo, a petición de parte, se pronunciará respecto de si un determinado sistema electrónico se ajusta a las condiciones establecidas en la referida resolución, lo que habilitará su utilización. Párrafo 3º Descanso dentro de la jornada Art. 34. La jornada de trabajo se dividir",bajo,,,,False,,
DFL-1_16-ENE-2003.pdf::chunk-84,DFL-1_16-ENE-2003.pdf,"Trabajo en los términos previstos en el artículo 31. Ley 20918 Artículo 34 bis.- Sin perjuicio de lo dispuesto en el Art. 1 N° 1 artículo precedente, los trabajadores de restaurantes, D.O. 30.05.2016 hoteles o clubes que atiendan directamente al público podrán pactar la interrupción de la jornada di",bajo,,,,False,servicios,media
DFL-1_16-ENE-2003.pdf::chunk-85,DFL-1_16-ENE-2003.pdf,"interrupción no serán Art. 1 N° 13 a) imputables a la jornada diaria, pero su exceso sobre media D.O. 26.04.2023 hora deberá remunerarse de común acuerdo entre las partes en el pacto referido, sin que pueda acordarse un monto inferior al valor por hora correspondiente a uno y medio ingreso mínimo me",bajo,,,,False,,
DFL-1_16-ENE-2003.pdf::chunk-86,DFL-1_16-ENE-2003.pdf,"cumento firmado digitalmente por Ignacio Rodríguez Álvarez, Director. Para validar, acceda al sitio web www.leychile.cl/validar e ingrese código N207436S2418708 Documento generado el 21-Nov-2025 página 26 de 311 atienden público y constar por escrito. El empleador D.O. 26.04.2023 deberá remitir a la",alto,higiene crítica,,trabajo de menores,False,,
DFL-1_16-ENE-2003.pdf::chunk-87,DFL-1_16-ENE-2003.pdf,"ircunstancias señaladas en este inciso. El pacto deberá ser acordado con la o las organizaciones sindicales a las que pertenezcan los trabajadores involucrados y podrá extenderse hasta por seis meses, renovables de común acuerdo. En caso de no existir aquellas, el acuerdo deberá celebrarse en forma ",bajo,,,,False,trabajo,
DFL-1_16-ENE-2003.pdf::chunk-88,DFL-1_16-ENE-2003.pdf,"efiere el Título III del Libro II. La modificación introducida por la ley 21561, publicada el 26.04.2023, a la jornada de trabajo referida en el inciso segundo del presente artículo, se implementará de forma gradual, reduciéndose de cuarenta y cinco horas semanales a cuarenta y cuatro horas al prime",bajo,,,,False,,
DFL-1_16-ENE-2003.pdf::chunk-89,DFL-1_16-ENE-2003.pdf,"publicación de la ley en el Diario Oficial. Párrafo 4º Descanso semanal DFL 1, TRABAJO (2002) Documento firmado digitalmente por Ignacio Rodríguez Álvarez, Director. Para validar, acceda al sitio web www.leychile.cl/validar e ingrese código N207436S2418708 Documento generado el 21-Nov-2025 página 27",bajo,,,,False,trabajo,null
DFL-1_16-ENE-2003.pdf::chunk-90,DFL-1_16-ENE-2003.pdf,"a D.O. 20.12.2003 sábado o domingo, según el caso, sea de descanso, con goce de remuneraciones, acordando la compensación de las horas no trabajadas mediante la prestación de servicios con anterioridad o posterioridad a dicha fecha. No serán horas extraordinarias las trabajadas en compensación del d",bajo,,,null,False,null,null
DFL-1_16-ENE-2003.pdf::chunk-91,DFL-1_16-ENE-2003.pdf,"canso y las obligaciones y prohibiciones establecidas al respecto en los LEY 19920 dos artículos anteriores empezarán a más tardar Art. 1º b) a las 21 horas del día anterior al domingo o D.O. 20.12.2003 festivo y terminarán a las 6 horas del día siguiente de éstos, salvo las alteraciones horarias qu",alto,trabajo infantil;antisindicalidad,,,,,
DFL-1_16-ENE-2003.pdf::chunk-92,DFL-1_16-ENE-2003.pdf,"bajador deberá tener un descanso no inferior a treinta y tres horas continuas, a partir del término de los servicios en la jornada que antecede a un día de descanso. Ley 20918 Art. 1 N° 2 D.O. 30.05.2016 Art. 37. Las empresas o faenas no L. 18.620 exceptuadas del descanso dominical no podrán ART. PR",alto,"trabajo infantil (NNA), antisindicalidad, higiene crítica",7500.0, Leyes de trabajo dominical,,alimentacion,
DFL-1_16-ENE-2003.pdf::chunk-93,DFL-1_16-ENE-2003.pdf,inarias y se le aplicará una multa con arreglo a lo previsto en el artículo 506. LEY 20087 Art. UNICO N° 2 D.O. 03.01.2006 Art. 38. Exceptúanse de lo ordenado en los artículos anteriores los trabajadores que se desempeñen: L. 18.620 ART. PRIMERO 1.- en las faenas destinadas a reparar deterioros caus,alto,multas graves,750.0,,False,general,
DFL-1_16-ENE-2003.pdf::chunk-94,DFL-1_16-ENE-2003.pdf,"ra la buena marcha de la empresa; 5.- a bordo de naves; 6.- en las faenas portuarias; 7.- en los establecimientos de comercio y de servicios que atiendan directamente al público, respecto de los trabajadores que realicen dicha atención y según las modalidades del establecimiento respectivo. Con todo",alto,,,,False,,
DFL-1_16-ENE-2003.pdf::chunk-95,DFL-1_16-ENE-2003.pdf,"las empresas de plataformas LEY 19973 digitales de servicios, reguladas en el Capítulo X del Art. 3º Título II del Libro I del presente Código. D.O. 10.04.2004 LEY 20178 Las empresas exceptuadas de este descanso podrán Art. 1º Nº 2 distribuir la jornada normal de trabajo, en forma que b y c) incluya",alto,trabajo de menores,,,,servicios digitales,
DFL-1_16-ENE-2003.pdf::chunk-96,DFL-1_16-ENE-2003.pdf,"culado sobre el sueldo convenido para la jornada D.O. 11.03.2022 ordinaria. Dicho recargo deberá liquidarse y pagarse conjuntamente con las remuneraciones del respectivo DFL 1, TRABAJO (2002) Documento firmado digitalmente por Ignacio Rodríguez Álvarez, Director. Para validar, acceda al sitio web ww",alto,trabajo de menores,,,,,
DFL-1_16-ENE-2003.pdf::chunk-97,DFL-1_16-ENE-2003.pdf,"ingo, y otro por cada festivo en que los trabajadores debieron prestar servicios, aplicándose la norma del artículo 36. Estos descansos podrán ser comunes para todos los trabajadores, o por turnos para no paralizar el curso de las labores. L. 19.250 No obstante, en los casos a que se refieren los Ar",alto,Trabajo de menores,,trabajo de menores,,Indefinido,
DFL-1_16-ENE-2003.pdf::chunk-98,DFL-1_16-ENE-2003.pdf,"ados en los servicios de transporte público urbano o rural durante los meses en que se desarrollen elecciones populares o plebiscitos. En estos casos, las empresas deberán otorgarles descansos compensatorios en uno o más domingos del mes calendario anterior o siguiente a aquél en que se verifiquen l",bajo,,,,False,servicios de transporte,grande
DFL-1_16-ENE-2003.pdf::chunk-99,DFL-1_16-ENE-2003.pdf,"os, veintinueve Ley 20918 domingos de descanso en el lapso de un año o, Art. 1 N° 3 i) alternativamente, con quince domingos de descanso en el D.O. 30.05.2016 lapso de seis meses. La distribución de los días domingos Ley 21476 deberá ser acordada por escrito en el contrato de trabajo o Art. único en",Bajo,,,,False,,
